code_etablissement;libelle_caisse_de_rattachement;code_agence;nom_agence;particularite_agence;adresse1;adresse2;libelle_commune;code_postal;code_commune;code_departement;X_lambert_2;Y_lambert_2;ouverture_lundi_matin;ouverture_mardi_matin;ouverture_mercredi_matin;ouverture_jeudi_matin;ouverture_vendredi_matin;ouverture_samedi_matin;ouverture_dimanche_matin;ouverture2_lundi_matin;ouverture2_mardi_matin;ouverture2_mercredi_matin;ouverture2_jeudi_matin;ouverture2_vendredi_matin;ouverture2_samedi_matin;ouverture2_dimanche_matin;fermeture_lundi_matin;fermeture_mardi_matin;fermeture_mercredi_matin;fermeture_jeudi_matin;fermeture_vendredi_matin;fermeture_samedi_matin;fermeture_dimanche_matin;fermeture2_lundi_matin;fermeture2_mardi_matin;fermeture2_mercredi_matin;fermeture2_jeudi_matin;fermeture2_vendredi_matin;fermeture2_samedi_matin;fermeture2_dimanche_matin;ouverture_lundi_apres_midi;ouverture_mardi_apres_midi;ouverture_mercredi_apres_midi;ouverture_jeudi_apres_midi;ouverture_vendredi_apres_midi;ouverture_samedi_apres_midi;ouverture_dimanche_apres_midi;ouverture2_lundi_apres_midi;ouverture2_mardi_apres_midi;ouverture2_mercredi_apres_midi;ouverture2_jeudi_apres_midi;ouverture2_vendredi_apres_midi;ouverture2_samedi_apres_midi;ouverture2_dimanche_apres_midi;fermeture_lundi_apres_midi;fermeture_mardi_apres_midi;fermeture_mercredi_apres_midi;fermeture_jeudi_apres_midi;fermeture_vendredi_apres_midi;fermeture_samedi_apres_midi;fermeture_dimanche_apres_midi;fermeture2_lundi_apres_midi;fermeture2_mardi_apres_midi;fermeture2_mercredi_apres_midi;fermeture2_jeudi_apres_midi;fermeture2_vendredi_apres_midi;fermeture2_samedi_apres_midi;fermeture2_dimanche_apres_midi;COMMENTAIRE;point_geographique
16275;HAUTS DE FRANCE;080137;SAINT VALERY;Particuliers;13 QUAI ROMEREL;;SAINT VALERY SUR SOMME;80230;80721;80;549953.0;2576986.0;0000;0915;0915;0915;0915;0915;0000;0000;0000;0000;0000;0000;0000;0000;0000;1300;1300;1300;1300;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1400;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;OPERATIONS COURANTES LE MATIN;50.186879, 1.635923
16275;HAUTS DE FRANCE;080163;FLIXECOURT;Particuliers;44 RUE ROGER GODARD;;FLIXECOURT;80420;80318;80;581748.0;2557521.0;0000;0915;0915;0915;0915;0915;0000;0000;0000;0000;0000;0000;0000;0000;0000;1300;1300;1300;1300;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1400;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;OPERATIONS COURANTES LE MATIN;50.01478, 2.080767
16275;HAUTS DE FRANCE;080167;OISEMONT;Particuliers;3 RUE DU COMMERCE;;OISEMONT;80140;80606;80;558977.0;2551125.0;0000;0915;0915;0915;0915;0915;0000;0000;0000;0000;0000;0000;0000;0000;0000;1300;1300;1300;1300;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1400;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;OPERATIONS COURANTES LE MATIN;49.95467, 1.765875
16275;HAUTS DE FRANCE;080230;AMIENS SAINT PIERRE;Particuliers;130 CHAUSSEE ST PIERRE;;AMIENS;80080;80021;80;597891.0;2545246.0;0000;0915;0915;0915;0915;0915;0000;0000;0000;0000;0000;0000;0000;0000;0000;1300;1300;1300;1300;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1400;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;OPERATIONS COURANTES LE MATIN;49.903524, 2.306894
16275;HAUTS DE FRANCE;080237;PONT DE METZ;Particuliers;23 ROUTE DE ROUEN;;PONT DE METZ;80480;80632;80;594554.0;2542952.0;0000;0915;0915;0915;0915;0915;0000;0000;0000;0000;0000;0000;0000;0000;0000;1300;1300;1300;1300;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1400;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;OPERATIONS COURANTES LE MATIN;49.875489, 2.248973
16275;HAUTS DE FRANCE;080255;AMIENS MONTIERES;Particuliers;387 RUE D ABBEVILLE;;AMIENS;80000;80021;80;594335.0;2545992.0;0000;0915;0915;0915;0915;0915;0000;0000;0000;0000;0000;0000;0000;0000;0000;1300;1300;1300;1300;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1400;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;OPERATIONS COURANTES LE MATIN;49.910531, 2.256795
16275;HAUTS DE FRANCE;080260;CORBIE;Particuliers;16 RUE MARCELIN TRUQUIN;;CORBIE;80800;80212;80;612599.0;2545745.0;0000;0915;0915;0915;0915;0915;0000;0000;0000;0000;0000;0000;0000;0000;0000;1300;1300;1300;1300;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1400;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;OPERATIONS COURANTES LE MATIN;49.908091, 2.511861
16275;HAUTS DE FRANCE;080295;CENTRE D'AFFAIRES AMIENS BDS;Entreprises;8 RUE VADE;;AMIENS;80064;80021;80;597953.0;2544217.0;0800;0800;0800;0800;0800;0000;0000;0000;0000;0000;0000;0000;0000;0000;1900;1900;1900;1900;1900;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;ASSISTANCECO-EIT@HDF.CAISSE-EPARGNE.FR;
16275;HAUTS DE FRANCE;596081;CENTRE D'AFFAIRES BELGIQUE;Entreprises;AVENUE LOUISE 143;;BRUXELLES BELGIQUE;01050;59350;59;743317.0;2649882.0;0800;0800;0800;0800;0800;0000;0000;0000;0000;0000;0000;0000;0000;0000;1900;1900;1900;1900;1900;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;ASSISTANCECO-EIT@HDF.CAISSE-EPARGNE.FR;
17515;ILE DE FRANCE;000002;PARIS SAINT-PAUL;Multi-MARCHES;80, RUE SAINT-ANTOINE;;PARIS;75004;75104;75;601925.0;2428481.0;0930;0930;0930;0930;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1315;1315;1315;1315;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1400;1500;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1730;1830;1615;0000;0000;0000;0000;0000;0000;0000;0000;0000;;48.854767, 2.362744
17515;ILE DE FRANCE;000003;PARIS MOUFFETARD;Multi-MARCHES;2, RUE CLAUDE BERNARD;;PARIS;75005;75105;75;600970.0;2426723.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.838819, 2.350044
17515;ILE DE FRANCE;000007;PARIS SAINT-LAZARE;Multi-MARCHES;100, RUE SAINT-LAZARE;;PARIS;75009;75109;75;599362.0;2430826.0;0000;0930;0930;0930;0930;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1315;1315;1315;1315;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.875761, 2.327496
17515;ILE DE FRANCE;000012;PARIS REPUBLIQUE;Multi-MARCHES;134, AVENUE PARMENTIER;;PARIS;75011;75111;75;602607.0;2430055.0;0000;0930;0930;0930;0930;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1315;1315;1315;1315;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.868833, 2.372085
17515;ILE DE FRANCE;000024;PARIS LA MUETTE;Multi-MARCHES;88, AVENUE PAUL DOUMER;;PARIS;75016;75116;75;595608.0;2428963.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.858985, 2.276391
17515;ILE DE FRANCE;000025;PARIS AUTEUIL;Multi-MARCHES;48 BIS, RUE D'AUTEUIL;;PARIS;75016;75116;75;594672.0;2427746.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.84818, 2.263838
17515;ILE DE FRANCE;000026;PARIS TERNES;Multi-MARCHES;61, AVENUE DES TERNES;;PARIS;75017;75117;75;596693.0;2431215.0;0000;0930;0930;0930;0930;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1315;1315;1315;1315;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.87908, 2.291567
17515;ILE DE FRANCE;000029;PARIS LA CHAPELLE;Multi-MARCHES;11-13, RUE DE LA CHAPELLE;;PARIS;75018;75118;75;601708.0;2432532.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.891237, 2.359676
17515;ILE DE FRANCE;000030;PARIS LA FOURCHE;Multi-MARCHES;2, AVENUE DE SAINT-OUEN;;PARIS;75018;75118;75;599207.0;2432135.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.887558, 2.325785
17515;ILE DE FRANCE;000032;PARIS MONTMARTRE;Multi-MARCHES;48, RUE DES ABBESSES;;PARIS;75018;75118;75;599960.0;2431897.0;0000;0930;0930;0930;0930;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1315;1315;1315;1315;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.885531, 2.336055
17515;ILE DE FRANCE;000035;PARIS GAMBETTA;Multi-MARCHES;1, PLACE GAMBETTA;;PARIS;75020;75120;75;604517.0;2429591.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.864502, 2.398543
17515;ILE DE FRANCE;000036;PARIS AVRON;Multi-MARCHES;30, RUE D'AVRON;;PARIS;75020;75120;75;604749.0;2428171.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.851746, 2.401277
17515;ILE DE FRANCE;000039;PARIS FLANDRE;Multi-MARCHES;90, AVENUE DE FLANDRE;;PARIS;75019;75119;75;602961.0;2432464.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.8901, 2.376563
17515;ILE DE FRANCE;000044;PARIS FRANKLIN ROOSEVELT;Multi-MARCHES;71, AVENUE FRANKLIN D. ROOSEVELT;;PARIS;75008;75108;75;598060.0;2430458.0;1030;1030;1030;1030;1030;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1615;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;48.872645, 2.309864
17515;ILE DE FRANCE;000048;PARIS VOUILLE CONVENTION;Multi-MARCHES;17, RUE DE VOUILLE;;PARIS;75015;75115;75;597672.0;2426278.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.834983, 2.30463
17515;ILE DE FRANCE;000056;CHOISY-LE-ROI;Multi-MARCHES;4, AVENUE ANATOLE FRANCE;CENTRE COMMERCIAL;CHOISY-LE-ROI;94600;94022;94;605276.0;2418445.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.764857, 2.409555
17515;ILE DE FRANCE;000058;CLICHY;Multi-MARCHES;73, BOULEVARD JEAN JAURES;;CLICHY;92110;92024;92;597676.0;2433705.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.901568, 2.304818
17515;ILE DE FRANCE;000061;DRANCY;Multi-MARCHES;72, AVENUE HENRI BARBUSSE;;DRANCY;93700;93029;93;608105.0;2435495.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.917657, 2.447068
17515;ILE DE FRANCE;000062;ISSY-LES-MOULINEAUX;Multi-MARCHES;4, AVENUE VICTOR CRESSON;;ISSY-LES-MOULINEAUX;92130;92040;92;595295.0;2425056.0;0000;0930;0930;0930;0930;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1315;1315;1315;1315;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.823921, 2.272415
17515;ILE DE FRANCE;000063;IVRY-SUR-SEINE;Multi-MARCHES;81, AVENUE DANIELLE CASANOVA;;IVRY-SUR-SEINE;94200;94041;94;603537.0;2423969.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.813113, 2.385693
17515;ILE DE FRANCE;000065;LEVALLOIS-PERRET;Multi-MARCHES;60 RUE DU PRESIDENT WILSON;;LEVALLOIS-PERRET;92300;92044;92;596577.0;2432708.0;0000;0930;0930;0930;0930;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1315;1315;1315;1315;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.892631, 2.28994
17515;ILE DE FRANCE;000067;MONTROUGE;Multi-MARCHES;63, AVENUE DE LA REPUBLIQUE;;MONTROUGE;92120;92049;92;598692.0;2424276.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.816712, 2.318596
17515;ILE DE FRANCE;000068;NANTERRE;Multi-MARCHES;64, RUE MAURICE THOREZ;;NANTERRE;92000;92050;92;589684.0;2432870.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.894002, 2.195935
17515;ILE DE FRANCE;000071;NOISY-LE-SEC;Multi-MARCHES;4, RUE JEAN JAURES;;NOISY-LE-SEC;93130;93053;93;608597.0;2432477.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.890726, 2.453877
17515;ILE DE FRANCE;000072;PANTIN EGLISE;Multi-MARCHES;16, PLACE DE L'EGLISE;;PANTIN;93500;93055;93;605591.0;2432719.0;0000;0915;0915;0915;0915;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1245;1245;1245;1245;1300;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1830;1730;1615;0000;0000;0000;0000;0000;0000;0000;0000;;48.892384, 2.41293
